case_id,heuristic,start,goal,expected_cost,actual_cost,path_length,visited_nodes,time_sec,cost_error
10,manhattan,"(323, 84)","(325, 81)",5.00000,5.00000,6,6,0.000020,0.00000
10,euclidean,"(323, 84)","(325, 81)",5.00000,5.00000,6,6,0.000020,0.00000
10,diagonal,"(323, 84)","(325, 81)",5.00000,5.00000,6,6,0.000034,0.00000
10,hybrid,"(323, 84)","(325, 81)",5.00000,5.00000,6,6,0.000028,0.00000
11,manhattan,"(397, 1)","(402, 3)",7.00000,7.00000,8,12,0.000059,0.00000
11,euclidean,"(397, 1)","(402, 3)",7.00000,7.00000,8,9,0.000035,0.00000
11,diagonal,"(397, 1)","(402, 3)",7.00000,7.00000,8,9,0.000030,0.00000
11,hybrid,"(397, 1)","(402, 3)",7.00000,7.00000,8,9,0.000033,0.00000
12,manhattan,"(457, 4)","(461, 1)",7.00000,7.00000,8,8,0.000023,0.00000
12,euclidean,"(457, 4)","(461, 1)",7.00000,7.00000,8,9,0.000028,0.00000
12,diagonal,"(457, 4)","(461, 1)",7.00000,7.00000,8,10,0.000032,0.00000
12,hybrid,"(457, 4)","(461, 1)",7.00000,7.00000,8,8,0.000027,0.00000
13,manhattan,"(421, 37)","(423, 34)",5.00000,5.00000,6,6,0.000018,0.00000
13,euclidean,"(421, 37)","(423, 34)",5.00000,5.00000,6,6,0.000018,0.00000
13,diagonal,"(421, 37)","(423, 34)",5.00000,5.00000,6,7,0.000021,0.00000
13,hybrid,"(421, 37)","(423, 34)",5.00000,5.00000,6,6,0.000020,0.00000
14,manhattan,"(396, 47)","(393, 49)",5.00000,5.00000,6,6,0.000018,0.00000
14,euclidean,"(396, 47)","(393, 49)",5.00000,5.00000,6,6,0.000018,0.00000
14,diagonal,"(396, 47)","(393, 49)",5.00000,5.00000,6,6,0.000018,0.00000
14,hybrid,"(396, 47)","(393, 49)",5.00000,5.00000,6,6,0.000020,0.00000
15,manhattan,"(147, 170)","(147, 175)",5.00000,5.00000,6,6,0.000016,0.00000
15,euclidean,"(147, 170)","(147, 175)",5.00000,5.00000,6,6,0.000017,0.00000
15,diagonal,"(147, 170)","(147, 175)",5.00000,5.00000,6,6,0.000015,0.00000
15,hybrid,"(147, 170)","(147, 175)",5.00000,5.00000,6,6,0.000018,0.00000
16,manhattan,"(445, 443)","(449, 445)",6.00000,6.00000,7,7,0.000024,0.00000
16,euclidean,"(445, 443)","(449, 445)",6.00000,6.00000,7,7,0.000022,0.00000
16,diagonal,"(445, 443)","(449, 445)",6.00000,6.00000,7,8,0.000026,0.00000
16,hybrid,"(445, 443)","(449, 445)",6.00000,6.00000,7,7,0.000024,0.00000
17,manhattan,"(353, 6)","(357, 5)",7.00000,7.00000,8,10,0.000031,0.00000
17,euclidean,"(353, 6)","(357, 5)",7.00000,7.00000,8,11,0.000035,0.00000
17,diagonal,"(353, 6)","(357, 5)",7.00000,7.00000,8,11,0.000034,0.00000
17,hybrid,"(353, 6)","(357, 5)",7.00000,7.00000,8,11,0.000038,0.00000
18,manhattan,"(235, 88)","(232, 89)",4.00000,4.00000,5,5,0.000016,0.00000
18,euclidean,"(235, 88)","(232, 89)",4.00000,4.00000,5,5,0.000015,0.00000
18,diagonal,"(235, 88)","(232, 89)",4.00000,4.00000,5,6,0.000017,0.00000
18,hybrid,"(235, 88)","(232, 89)",4.00000,4.00000,5,5,0.000017,0.00000
19,manhattan,"(38, 155)","(41, 157)",7.00000,7.00000,8,9,0.000025,0.00000
19,euclidean,"(38, 155)","(41, 157)",7.00000,7.00000,8,9,0.000025,0.00000
19,diagonal,"(38, 155)","(41, 157)",7.00000,7.00000,8,11,0.000031,0.00000
19,hybrid,"(38, 155)","(41, 157)",7.00000,7.00000,8,9,0.000029,0.00000
20,manhattan,"(361, 485)","(366, 479)",11.00000,11.00000,12,12,0.000037,0.00000
20,euclidean,"(361, 485)","(366, 479)",11.00000,11.00000,12,13,0.000041,0.00000
20,diagonal,"(361, 485)","(366, 479)",11.00000,11.00000,12,14,0.000044,0.00000
20,hybrid,"(361, 485)","(366, 479)",11.00000,11.00000,12,12,0.000041,0.00000
21,manhattan,"(229, 19)","(227, 28)",11.00000,11.00000,12,14,0.000042,0.00000
21,euclidean,"(229, 19)","(227, 28)",11.00000,11.00000,12,14,0.000044,0.00000
21,diagonal,"(229, 19)","(227, 28)",11.00000,11.00000,12,14,0.000042,0.00000
21,hybrid,"(229, 19)","(227, 28)",11.00000,11.00000,12,13,0.000044,0.00000
22,manhattan,"(437, 174)","(438, 181)",10.00000,10.00000,11,11,0.000035,0.00000
22,euclidean,"(437, 174)","(438, 181)",10.00000,10.00000,11,12,0.000038,0.00000
22,diagonal,"(437, 174)","(438, 181)",10.00000,10.00000,11,12,0.000037,0.00000
22,hybrid,"(437, 174)","(438, 181)",10.00000,10.00000,11,12,0.000041,0.00000
23,manhattan,"(145, 339)","(151, 343)",10.00000,10.00000,11,11,0.000036,0.00000
23,euclidean,"(145, 339)","(151, 343)",10.00000,10.00000,11,18,0.000062,0.00000
23,diagonal,"(145, 339)","(151, 343)",10.00000,10.00000,11,18,0.000059,0.00000
23,hybrid,"(145, 339)","(151, 343)",10.00000,10.00000,11,17,0.000062,0.00000
24,manhattan,"(75, 296)","(70, 293)",8.00000,8.00000,9,9,0.000030,0.00000
24,euclidean,"(75, 296)","(70, 293)",8.00000,8.00000,9,11,0.000036,0.00000
24,diagonal,"(75, 296)","(70, 293)",8.00000,8.00000,9,11,0.000034,0.00000
24,hybrid,"(75, 296)","(70, 293)",8.00000,8.00000,9,10,0.000037,0.00000
25,manhattan,"(66, 305)","(63, 309)",11.00000,11.00000,12,13,0.000040,0.00000
25,euclidean,"(66, 305)","(63, 309)",11.00000,11.00000,12,17,0.000050,0.00000
25,diagonal,"(66, 305)","(63, 309)",11.00000,11.00000,12,18,0.000054,0.00000
25,hybrid,"(66, 305)","(63, 309)",11.00000,11.00000,12,15,0.000052,0.00000
26,manhattan,"(151, 294)","(147, 295)",11.00000,11.00000,12,15,0.000044,0.00000
26,euclidean,"(151, 294)","(147, 295)",11.00000,11.00000,12,16,0.000049,0.00000
26,diagonal,"(151, 294)","(147, 295)",11.00000,11.00000,12,16,0.000048,0.00000
26,hybrid,"(151, 294)","(147, 295)",11.00000,11.00000,12,16,0.000054,0.00000
27,manhattan,"(99, 36)","(93, 39)",9.00000,9.00000,10,14,0.000042,0.00000
27,euclidean,"(99, 36)","(93, 39)",9.00000,9.00000,10,17,0.000051,0.00000
27,diagonal,"(99, 36)","(93, 39)",9.00000,9.00000,10,17,0.000049,0.00000
27,hybrid,"(99, 36)","(93, 39)",9.00000,9.00000,10,14,0.000048,0.00000
28,manhattan,"(9, 297)","(9, 301)",8.00000,8.00000,9,10,0.000034,0.00000
28,euclidean,"(9, 297)","(9, 301)",8.00000,8.00000,9,11,0.000037,0.00000
28,diagonal,"(9, 297)","(9, 301)",8.00000,8.00000,9,12,0.000041,0.00000
28,hybrid,"(9, 297)","(9, 301)",8.00000,8.00000,9,11,0.000042,0.00000
29,manhattan,"(332, 277)","(337, 276)",8.00000,8.00000,9,9,0.000032,0.00000
29,euclidean,"(332, 277)","(337, 276)",8.00000,8.00000,9,11,0.000043,0.00000
29,diagonal,"(332, 277)","(337, 276)",8.00000,8.00000,9,12,0.000049,0.00000
29,hybrid,"(332, 277)","(337, 276)",8.00000,8.00000,9,11,0.000045,0.00000
30,manhattan,"(363, 424)","(357, 428)",12.00000,12.00000,13,14,0.000045,0.00000
30,euclidean,"(363, 424)","(357, 428)",12.00000,12.00000,13,19,0.000063,0.00000
30,diagonal,"(363, 424)","(357, 428)",12.00000,12.00000,13,20,0.000129,0.00000
30,hybrid,"(363, 424)","(357, 428)",12.00000,12.00000,13,18,0.000090,0.00000
31,manhattan,"(117, 181)","(120, 193)",15.00000,15.00000,16,16,0.000056,0.00000
31,euclidean,"(117, 181)","(120, 193)",15.00000,15.00000,16,19,0.000065,0.00000
31,diagonal,"(117, 181)","(120, 193)",15.00000,15.00000,16,20,0.000063,0.00000
31,hybrid,"(117, 181)","(120, 193)",15.00000,15.00000,16,18,0.000061,0.00000
32,manhattan,"(151, 418)","(159, 423)",15.00000,15.00000,16,20,0.000067,0.00000
32,euclidean,"(151, 418)","(159, 423)",15.00000,15.00000,16,20,0.000182,0.00000
32,diagonal,"(151, 418)","(159, 423)",15.00000,15.00000,16,20,0.000077,0.00000
32,hybrid,"(151, 418)","(159, 423)",15.00000,15.00000,16,19,0.000073,0.00000
33,manhattan,"(387, 15)","(381, 16)",13.00000,13.00000,14,18,0.000057,0.00000
33,euclidean,"(387, 15)","(381, 16)",13.00000,13.00000,14,18,0.000055,0.00000
33,diagonal,"(387, 15)","(381, 16)",13.00000,13.00000,14,18,0.000064,0.00000
33,hybrid,"(387, 15)","(381, 16)",13.00000,13.00000,14,18,0.000065,0.00000
34,manhattan,"(439, 411)","(438, 419)",13.00000,13.00000,14,17,0.000065,0.00000
34,euclidean,"(439, 411)","(438, 419)",13.00000,13.00000,14,20,0.000070,0.00000
34,diagonal,"(439, 411)","(438, 419)",13.00000,13.00000,14,20,0.000068,0.00000
34,hybrid,"(439, 411)","(438, 419)",13.00000,13.00000,14,19,0.000071,0.00000
35,manhattan,"(451, 251)","(451, 244)",15.00000,15.00000,16,19,0.000061,0.00000
35,euclidean,"(451, 251)","(451, 244)",15.00000,15.00000,16,23,0.000079,0.00000
35,diagonal,"(451, 251)","(451, 244)",15.00000,15.00000,16,23,0.000075,0.00000
35,hybrid,"(451, 251)","(451, 244)",15.00000,15.00000,16,22,0.000085,0.00000
36,manhattan,"(268, 91)","(277, 97)",15.00000,15.00000,16,20,0.000078,0.00000
36,euclidean,"(268, 91)","(277, 97)",15.00000,15.00000,16,24,0.000080,0.00000
36,diagonal,"(268, 91)","(277, 97)",15.00000,15.00000,16,24,0.000080,0.00000
36,hybrid,"(268, 91)","(277, 97)",15.00000,15.00000,16,22,0.000082,0.00000
37,manhattan,"(37, 319)","(37, 315)",12.00000,12.00000,13,22,0.000082,0.00000
37,euclidean,"(37, 319)","(37, 315)",12.00000,12.00000,13,22,0.000079,0.00000
37,diagonal,"(37, 319)","(37, 315)",12.00000,12.00000,13,22,0.000079,0.00000
37,hybrid,"(37, 319)","(37, 315)",12.00000,12.00000,13,22,0.000084,0.00000
38,manhattan,"(129, 137)","(127, 125)",14.00000,14.00000,15,19,0.000068,0.00000
38,euclidean,"(129, 137)","(127, 125)",14.00000,14.00000,15,20,0.000069,0.00000
38,diagonal,"(129, 137)","(127, 125)",14.00000,14.00000,15,20,0.000065,0.00000
38,hybrid,"(129, 137)","(127, 125)",14.00000,14.00000,15,19,0.000078,0.00000
39,manhattan,"(511, 300)","(507, 292)",14.00000,14.00000,15,17,0.000057,0.00000
39,euclidean,"(511, 300)","(507, 292)",14.00000,14.00000,15,19,0.000065,0.00000
39,diagonal,"(511, 300)","(507, 292)",14.00000,14.00000,15,19,0.000061,0.00000
39,hybrid,"(511, 300)","(507, 292)",14.00000,14.00000,15,19,0.000068,0.00000
40,manhattan,"(445, 99)","(445, 93)",18.00000,18.00000,19,41,0.000138,0.00000
40,euclidean,"(445, 99)","(445, 93)",18.00000,18.00000,19,43,0.000140,0.00000
40,diagonal,"(445, 99)","(445, 93)",18.00000,18.00000,19,46,0.000142,0.00000
40,hybrid,"(445, 99)","(445, 93)",18.00000,18.00000,19,43,0.000155,0.00000
41,manhattan,"(147, 195)","(141, 197)",16.00000,16.00000,17,25,0.000083,0.00000
41,euclidean,"(147, 195)","(141, 197)",16.00000,16.00000,17,27,0.000080,0.00000
41,diagonal,"(147, 195)","(141, 197)",16.00000,16.00000,17,27,0.000079,0.00000
41,hybrid,"(147, 195)","(141, 197)",16.00000,16.00000,17,27,0.000098,0.00000
42,manhattan,"(208, 31)","(201, 33)",19.00000,19.00000,20,29,0.000085,0.00000
42,euclidean,"(208, 31)","(201, 33)",19.00000,19.00000,20,33,0.000096,0.00000
42,diagonal,"(208, 31)","(201, 33)",19.00000,19.00000,20,34,0.000097,0.00000
42,hybrid,"(208, 31)","(201, 33)",19.00000,19.00000,20,31,0.000100,0.00000
43,manhattan,"(147, 367)","(153, 355)",18.00000,18.00000,19,19,0.000059,0.00000
43,euclidean,"(147, 367)","(153, 355)",18.00000,18.00000,19,22,0.000070,0.00000
43,diagonal,"(147, 367)","(153, 355)",18.00000,18.00000,19,30,0.000180,0.00000
43,hybrid,"(147, 367)","(153, 355)",18.00000,18.00000,19,20,0.000075,0.00000
44,manhattan,"(333, 190)","(327, 178)",18.00000,18.00000,19,19,0.000063,0.00000
44,euclidean,"(333, 190)","(327, 178)",18.00000,18.00000,19,27,0.000083,0.00000
44,diagonal,"(333, 190)","(327, 178)",18.00000,18.00000,19,27,0.000080,0.00000
44,hybrid,"(333, 190)","(327, 178)",18.00000,18.00000,19,26,0.000243,0.00000
45,manhattan,"(399, 77)","(389, 82)",19.00000,19.00000,20,35,0.000129,0.00000
45,euclidean,"(399, 77)","(389, 82)",19.00000,19.00000,20,46,0.000325,0.00000
45,diagonal,"(399, 77)","(389, 82)",19.00000,19.00000,20,50,0.000174,0.00000
45,hybrid,"(399, 77)","(389, 82)",19.00000,19.00000,20,41,0.000165,0.00000
46,manhattan,"(51, 485)","(59, 475)",18.00000,18.00000,19,23,0.000166,0.00000
46,euclidean,"(51, 485)","(59, 475)",18.00000,18.00000,19,24,0.000101,0.00000
46,diagonal,"(51, 485)","(59, 475)",18.00000,18.00000,19,26,0.000098,0.00000
46,hybrid,"(51, 485)","(59, 475)",18.00000,18.00000,19,23,0.000081,0.00000
47,manhattan,"(476, 261)","(484, 261)",18.00000,18.00000,19,29,0.000103,0.00000
47,euclidean,"(476, 261)","(484, 261)",18.00000,18.00000,19,31,0.000101,0.00000
47,diagonal,"(476, 261)","(484, 261)",18.00000,18.00000,19,31,0.000097,0.00000
47,hybrid,"(476, 261)","(484, 261)",18.00000,18.00000,19,31,0.000109,0.00000
48,manhattan,"(38, 387)","(35, 381)",19.00000,19.00000,20,28,0.000091,0.00000
48,euclidean,"(38, 387)","(35, 381)",19.00000,19.00000,20,40,0.000124,0.00000
48,diagonal,"(38, 387)","(35, 381)",19.00000,19.00000,20,40,0.000121,0.00000
48,hybrid,"(38, 387)","(35, 381)",19.00000,19.00000,20,40,0.000134,0.00000
49,manhattan,"(263, 320)","(269, 316)",16.00000,16.00000,17,18,0.000065,0.00000
49,euclidean,"(263, 320)","(269, 316)",16.00000,16.00000,17,19,0.000064,0.00000
49,diagonal,"(263, 320)","(269, 316)",16.00000,16.00000,17,19,0.000063,0.00000
49,hybrid,"(263, 320)","(269, 316)",16.00000,16.00000,17,18,0.000066,0.00000
50,manhattan,"(325, 364)","(318, 369)",20.00000,20.00000,21,25,0.000088,0.00000
50,euclidean,"(325, 364)","(318, 369)",20.00000,20.00000,21,31,0.000102,0.00000
50,diagonal,"(325, 364)","(318, 369)",20.00000,20.00000,21,32,0.000121,0.00000
50,hybrid,"(325, 364)","(318, 369)",20.00000,20.00000,21,30,0.000109,0.00000
51,manhattan,"(329, 35)","(335, 28)",21.00000,21.00000,22,27,0.000102,0.00000
51,euclidean,"(329, 35)","(335, 28)",21.00000,21.00000,22,27,0.000098,0.00000
51,diagonal,"(329, 35)","(335, 28)",21.00000,21.00000,22,27,0.000085,0.00000
51,hybrid,"(329, 35)","(335, 28)",21.00000,21.00000,22,27,0.000094,0.00000
52,manhattan,"(416, 161)","(423, 171)",23.00000,23.00000,24,55,0.000180,0.00000
52,euclidean,"(416, 161)","(423, 171)",23.00000,23.00000,24,65,0.000237,0.00000
52,diagonal,"(416, 161)","(423, 171)",23.00000,23.00000,24,68,0.000273,0.00000
52,hybrid,"(416, 161)","(423, 171)",23.00000,23.00000,24,61,0.000241,0.00000
53,manhattan,"(293, 238)","(293, 234)",20.00000,20.00000,21,32,0.000102,0.00000
53,euclidean,"(293, 238)","(293, 234)",20.00000,20.00000,21,33,0.000101,0.00000
53,diagonal,"(293, 238)","(293, 234)",20.00000,20.00000,21,33,0.000100,0.00000
53,hybrid,"(293, 238)","(293, 234)",20.00000,20.00000,21,32,0.000105,0.00000
54,manhattan,"(447, 359)","(451, 352)",23.00000,23.00000,24,34,0.000113,0.00000
54,euclidean,"(447, 359)","(451, 352)",23.00000,23.00000,24,35,0.000111,0.00000
54,diagonal,"(447, 359)","(451, 352)",23.00000,23.00000,24,37,0.000116,0.00000
54,hybrid,"(447, 359)","(451, 352)",23.00000,23.00000,24,35,0.000122,0.00000
55,manhattan,"(286, 377)","(289, 393)",21.00000,21.00000,22,34,0.000109,0.00000
55,euclidean,"(286, 377)","(289, 393)",21.00000,21.00000,22,35,0.000112,0.00000
55,diagonal,"(286, 377)","(289, 393)",21.00000,21.00000,22,35,0.000109,0.00000
55,hybrid,"(286, 377)","(289, 393)",21.00000,21.00000,22,35,0.000123,0.00000
56,manhattan,"(185, 375)","(179, 383)",22.00000,22.00000,23,29,0.000098,0.00000
56,euclidean,"(185, 375)","(179, 383)",22.00000,22.00000,23,53,0.000170,0.00000
56,diagonal,"(185, 375)","(179, 383)",22.00000,22.00000,23,58,0.000182,0.00000
56,hybrid,"(185, 375)","(179, 383)",22.00000,22.00000,23,44,0.000158,0.00000
57,manhattan,"(10, 361)","(7, 354)",20.00000,20.00000,21,30,0.000094,0.00000
57,euclidean,"(10, 361)","(7, 354)",20.00000,20.00000,21,33,0.000101,0.00000
57,diagonal,"(10, 361)","(7, 354)",20.00000,20.00000,21,34,0.000102,0.00000
57,hybrid,"(10, 361)","(7, 354)",20.00000,20.00000,21,30,0.000101,0.00000
58,manhattan,"(495, 272)","(501, 262)",22.00000,22.00000,23,27,0.000100,0.00000
58,euclidean,"(495, 272)","(501, 262)",22.00000,22.00000,23,35,0.000115,0.00000
58,diagonal,"(495, 272)","(501, 262)",22.00000,22.00000,23,36,0.000116,0.00000
58,hybrid,"(495, 272)","(501, 262)",22.00000,22.00000,23,32,0.000119,0.00000
59,manhattan,"(431, 226)","(431, 237)",23.00000,23.00000,24,37,0.000122,0.00000
59,euclidean,"(431, 226)","(431, 237)",23.00000,23.00000,24,53,0.000168,0.00000
59,diagonal,"(431, 226)","(431, 237)",23.00000,23.00000,24,53,0.000165,0.00000
59,hybrid,"(431, 226)","(431, 237)",23.00000,23.00000,24,52,0.000184,0.00000
60,manhattan,"(121, 486)","(135, 483)",27.00000,27.00000,28,58,0.000188,0.00000
60,euclidean,"(121, 486)","(135, 483)",27.00000,27.00000,28,68,0.000212,0.00000
60,diagonal,"(121, 486)","(135, 483)",27.00000,27.00000,28,68,0.000207,0.00000
60,hybrid,"(121, 486)","(135, 483)",27.00000,27.00000,28,66,0.000267,0.00000
61,manhattan,"(417, 192)","(427, 192)",26.00000,26.00000,27,34,0.000104,0.00000
61,euclidean,"(417, 192)","(427, 192)",26.00000,26.00000,27,37,0.000112,0.00000
61,diagonal,"(417, 192)","(427, 192)",26.00000,26.00000,27,38,0.000112,0.00000
61,hybrid,"(417, 192)","(427, 192)",26.00000,26.00000,27,36,0.000121,0.00000
62,manhattan,"(173, 136)","(174, 147)",26.00000,26.00000,27,33,0.000102,0.00000
62,euclidean,"(173, 136)","(174, 147)",26.00000,26.00000,27,42,0.000128,0.00000
62,diagonal,"(173, 136)","(174, 147)",26.00000,26.00000,27,42,0.000124,0.00000
62,hybrid,"(173, 136)","(174, 147)",26.00000,26.00000,27,42,0.000174,0.00000
63,manhattan,"(323, 261)","(309, 258)",27.00000,27.00000,28,61,0.000220,0.00000
63,euclidean,"(323, 261)","(309, 258)",27.00000,27.00000,28,66,0.000240,0.00000
63,diagonal,"(323, 261)","(309, 258)",27.00000,27.00000,28,66,0.000208,0.00000
63,hybrid,"(323, 261)","(309, 258)",27.00000,27.00000,28,65,0.000227,0.00000
64,manhattan,"(59, 57)","(64, 63)",27.00000,27.00000,28,37,0.000108,0.00000
64,euclidean,"(59, 57)","(64, 63)",27.00000,27.00000,28,46,0.000135,0.00000
64,diagonal,"(59, 57)","(64, 63)",27.00000,27.00000,28,50,0.000146,0.00000
64,hybrid,"(59, 57)","(64, 63)",27.00000,27.00000,28,40,0.000130,0.00000
65,manhattan,"(215, 312)","(209, 308)",24.00000,24.00000,25,39,0.000128,0.00000
65,euclidean,"(215, 312)","(209, 308)",24.00000,24.00000,25,47,0.000152,0.00000
65,diagonal,"(215, 312)","(209, 308)",24.00000,24.00000,25,48,0.000153,0.00000
65,hybrid,"(215, 312)","(209, 308)",24.00000,24.00000,25,44,0.000157,0.00000
66,manhattan,"(355, 109)","(355, 101)",24.00000,24.00000,25,57,0.000175,0.00000
66,euclidean,"(355, 109)","(355, 101)",24.00000,24.00000,25,61,0.000185,0.00000
66,diagonal,"(355, 109)","(355, 101)",24.00000,24.00000,25,61,0.000186,0.00000
66,hybrid,"(355, 109)","(355, 101)",24.00000,24.00000,25,61,0.000202,0.00000
67,manhattan,"(356, 123)","(351, 104)",24.00000,24.00000,25,31,0.000094,0.00000
67,euclidean,"(356, 123)","(351, 104)",24.00000,24.00000,25,35,0.000112,0.00000
67,diagonal,"(356, 123)","(351, 104)",24.00000,24.00000,25,35,0.000107,0.00000
67,hybrid,"(356, 123)","(351, 104)",24.00000,24.00000,25,30,0.000107,0.00000
68,manhattan,"(221, 23)","(223, 30)",25.00000,25.00000,26,58,0.000181,0.00000
68,euclidean,"(221, 23)","(223, 30)",25.00000,25.00000,26,62,0.000259,0.00000
68,diagonal,"(221, 23)","(223, 30)",25.00000,25.00000,26,63,0.000197,0.00000
68,hybrid,"(221, 23)","(223, 30)",25.00000,25.00000,26,60,0.000203,0.00000
69,manhattan,"(219, 474)","(229, 485)",25.00000,25.00000,26,27,0.000087,0.00000
69,euclidean,"(219, 474)","(229, 485)",25.00000,25.00000,26,31,0.000097,0.00000
69,diagonal,"(219, 474)","(229, 485)",25.00000,25.00000,26,32,0.000098,0.00000
69,hybrid,"(219, 474)","(229, 485)",25.00000,25.00000,26,29,0.000101,0.00000
70,manhattan,"(147, 241)","(143, 253)",28.00000,28.00000,29,42,0.000132,0.00000
70,euclidean,"(147, 241)","(143, 253)",28.00000,28.00000,29,45,0.000159,0.00000
70,diagonal,"(147, 241)","(143, 253)",28.00000,28.00000,29,45,0.000136,0.00000
70,hybrid,"(147, 241)","(143, 253)",28.00000,28.00000,29,43,0.000144,0.00000
71,manhattan,"(409, 504)","(399, 496)",28.00000,28.00000,29,51,0.000166,0.00000
71,euclidean,"(409, 504)","(399, 496)",28.00000,28.00000,29,55,0.000202,0.00000
71,diagonal,"(409, 504)","(399, 496)",28.00000,28.00000,29,55,0.000182,0.00000
71,hybrid,"(409, 504)","(399, 496)",28.00000,28.00000,29,55,0.000195,0.00000
72,manhattan,"(233, 260)","(241, 257)",31.00000,31.00000,32,62,0.000250,0.00000
72,euclidean,"(233, 260)","(241, 257)",31.00000,31.00000,32,71,0.000228,0.00000
72,diagonal,"(233, 260)","(241, 257)",31.00000,31.00000,32,73,0.000239,0.00000
72,hybrid,"(233, 260)","(241, 257)",31.00000,31.00000,32,69,0.000251,0.00000
73,manhattan,"(55, 340)","(46, 351)",30.00000,30.00000,31,76,0.000242,0.00000
73,euclidean,"(55, 340)","(46, 351)",30.00000,30.00000,31,78,0.000266,0.00000
73,diagonal,"(55, 340)","(46, 351)",30.00000,30.00000,31,78,0.000267,0.00000
73,hybrid,"(55, 340)","(46, 351)",30.00000,30.00000,31,77,0.000272,0.00000
74,manhattan,"(455, 225)","(459, 202)",31.00000,31.00000,32,45,0.000172,0.00000
74,euclidean,"(455, 225)","(459, 202)",31.00000,31.00000,32,55,0.000313,0.00000
74,diagonal,"(455, 225)","(459, 202)",31.00000,31.00000,32,55,0.000189,0.00000
74,hybrid,"(455, 225)","(459, 202)",31.00000,31.00000,32,53,0.000227,0.00000
75,manhattan,"(259, 163)","(253, 161)",28.00000,28.00000,29,59,0.000207,0.00000
75,euclidean,"(259, 163)","(253, 161)",28.00000,28.00000,29,62,0.000232,0.00000
