case_id,heuristic,start,goal,expected_cost,actual_cost,path_length,visited_nodes,time_sec,cost_error
7,euclidean,"(334, 399)","(331, 400)",3.41421,3.41421,4,4,0.000021,0.00000
7,diagonal,"(334, 399)","(331, 400)",3.41421,3.41421,4,5,0.000026,0.00000
7,hybrid,"(334, 399)","(331, 400)",3.41421,3.41421,4,4,0.000025,0.00000
8,manhattan,"(115, 255)","(116, 258)",3.41421,3.41421,4,4,0.000027,0.00000
8,euclidean,"(115, 255)","(116, 258)",3.41421,3.41421,4,4,0.000025,0.00000
8,diagonal,"(115, 255)","(116, 258)",3.41421,3.41421,4,5,0.000029,0.00000
8,hybrid,"(115, 255)","(116, 258)",3.41421,3.41421,4,4,0.000029,0.00000
9,manhattan,"(399, 188)","(397, 190)",2.82843,2.82843,3,3,0.000017,0.00000
9,euclidean,"(399, 188)","(397, 190)",2.82843,2.82843,3,3,0.000017,0.00000
9,diagonal,"(399, 188)","(397, 190)",2.82843,2.82843,3,3,0.000017,0.00000
9,hybrid,"(399, 188)","(397, 190)",2.82843,2.82843,3,3,0.000020,0.00000
10,manhattan,"(445, 208)","(440, 212)",6.65685,6.65685,6,6,0.000040,0.00000
10,euclidean,"(445, 208)","(440, 212)",6.65685,6.65685,6,9,0.000052,0.00000
10,diagonal,"(445, 208)","(440, 212)",6.65685,6.65685,6,16,0.000099,0.00000
10,hybrid,"(445, 208)","(440, 212)",6.65685,6.65685,6,6,0.000042,0.00000
11,manhattan,"(113, 494)","(107, 495)",6.41421,6.41421,7,7,0.000067,0.00000
11,euclidean,"(113, 494)","(107, 495)",6.41421,6.41421,7,7,0.000050,0.00000
11,diagonal,"(113, 494)","(107, 495)",6.41421,6.41421,7,7,0.000042,0.00000
11,hybrid,"(113, 494)","(107, 495)",6.41421,6.41421,7,7,0.000049,0.00000
12,manhattan,"(46, 365)","(50, 369)",6.82843,6.82843,7,7,0.000043,0.00000
12,euclidean,"(46, 365)","(50, 369)",6.82843,6.82843,7,16,0.000101,0.00000
12,diagonal,"(46, 365)","(50, 369)",6.82843,6.82843,7,21,0.000131,0.00000
12,hybrid,"(46, 365)","(50, 369)",6.82843,6.82843,7,10,0.000072,0.00000
13,manhattan,"(4, 490)","(5, 485)",5.41421,5.41421,6,6,0.000034,0.00000
13,euclidean,"(4, 490)","(5, 485)",5.41421,5.41421,6,6,0.000036,0.00000
13,diagonal,"(4, 490)","(5, 485)",5.41421,5.41421,6,6,0.000037,0.00000
13,hybrid,"(4, 490)","(5, 485)",5.41421,5.41421,6,6,0.000040,0.00000
14,manhattan,"(316, 277)","(311, 281)",7.24264,7.24264,7,7,0.000046,0.00000
14,euclidean,"(316, 277)","(311, 281)",7.24264,7.24264,7,11,0.000064,0.00000
14,diagonal,"(316, 277)","(311, 281)",7.24264,7.24264,7,17,0.000111,0.00000
14,hybrid,"(316, 277)","(311, 281)",7.24264,7.24264,7,7,0.000053,0.00000
15,manhattan,"(140, 79)","(133, 78)",7.41421,7.41421,8,8,0.000044,0.00000
15,euclidean,"(140, 79)","(133, 78)",7.41421,7.41421,8,8,0.000044,0.00000
15,diagonal,"(140, 79)","(133, 78)",7.41421,7.41421,8,8,0.000042,0.00000
15,hybrid,"(140, 79)","(133, 78)",7.41421,7.41421,8,8,0.000047,0.00000
16,manhattan,"(23, 151)","(18, 148)",6.24264,6.24264,6,6,0.000032,0.00000
16,euclidean,"(23, 151)","(18, 148)",6.24264,6.24264,6,8,0.000043,0.00000
16,diagonal,"(23, 151)","(18, 148)",6.24264,6.24264,6,12,0.000066,0.00000
16,hybrid,"(23, 151)","(18, 148)",6.24264,6.24264,6,6,0.000038,0.00000
17,manhattan,"(321, 236)","(315, 234)",6.82843,6.82843,7,7,0.000040,0.00000
17,euclidean,"(321, 236)","(315, 234)",6.82843,6.82843,7,13,0.000070,0.00000
17,diagonal,"(321, 236)","(315, 234)",6.82843,6.82843,7,16,0.000090,0.00000
17,hybrid,"(321, 236)","(315, 234)",6.82843,6.82843,7,7,0.000049,0.00000
18,manhattan,"(283, 270)","(279, 275)",7.24264,7.24264,7,7,0.000040,0.00000
18,euclidean,"(283, 270)","(279, 275)",7.24264,7.24264,7,11,0.000061,0.00000
18,diagonal,"(283, 270)","(279, 275)",7.24264,7.24264,7,15,0.000079,0.00000
18,hybrid,"(283, 270)","(279, 275)",7.24264,7.24264,7,7,0.000047,0.00000
19,manhattan,"(149, 430)","(153, 431)",4.41421,4.41421,5,5,0.000031,0.00000
19,euclidean,"(149, 430)","(153, 431)",4.41421,4.41421,5,5,0.000030,0.00000
19,diagonal,"(149, 430)","(153, 431)",4.41421,4.41421,5,5,0.000030,0.00000
19,hybrid,"(149, 430)","(153, 431)",4.41421,4.41421,5,5,0.000034,0.00000
20,manhattan,"(35, 63)","(35, 54)",9.00000,9.00000,10,10,0.000061,0.00000
20,euclidean,"(35, 63)","(35, 54)",9.00000,9.00000,10,10,0.000060,0.00000
20,diagonal,"(35, 63)","(35, 54)",9.00000,9.00000,10,10,0.000059,0.00000
20,hybrid,"(35, 63)","(35, 54)",9.00000,9.00000,10,10,0.000070,0.00000
21,manhattan,"(170, 467)","(163, 470)",8.24264,8.24264,8,10,0.000058,0.00000
21,euclidean,"(170, 467)","(163, 470)",8.24264,8.24264,8,12,0.000069,0.00000
21,diagonal,"(170, 467)","(163, 470)",8.24264,8.24264,8,22,0.000131,0.00000
21,hybrid,"(170, 467)","(163, 470)",8.24264,8.24264,8,9,0.000084,0.00000
22,manhattan,"(295, 302)","(302, 296)",10.07107,10.07107,9,9,0.000062,0.00000
22,euclidean,"(295, 302)","(302, 296)",10.07107,10.07107,9,15,0.000290,0.00000
22,diagonal,"(295, 302)","(302, 296)",10.07107,10.07107,9,33,0.000353,0.00000
22,hybrid,"(295, 302)","(302, 296)",10.07107,10.07107,9,9,0.000076,0.00000
23,manhattan,"(503, 419)","(508, 412)",9.07107,9.07107,8,8,0.000053,0.00000
23,euclidean,"(503, 419)","(508, 412)",9.07107,9.07107,8,11,0.000072,0.00000
23,diagonal,"(503, 419)","(508, 412)",9.07107,9.07107,8,25,0.000152,0.00000
23,hybrid,"(503, 419)","(508, 412)",9.07107,9.07107,8,8,0.000064,0.00000
24,manhattan,"(368, 243)","(363, 251)",10.07107,10.07107,9,9,0.000062,0.00000
24,euclidean,"(368, 243)","(363, 251)",10.07107,10.07107,9,19,0.000128,0.00000
24,diagonal,"(368, 243)","(363, 251)",10.07107,10.07107,9,37,0.000238,0.00000
24,hybrid,"(368, 243)","(363, 251)",10.07107,10.07107,9,9,0.000076,0.00000
25,manhattan,"(295, 400)","(287, 405)",11.24264,11.24264,11,11,0.000062,0.00000
25,euclidean,"(295, 400)","(287, 405)",11.24264,11.24264,11,30,0.000161,0.00000
25,diagonal,"(295, 400)","(287, 405)",11.24264,11.24264,11,39,0.000210,0.00000
25,hybrid,"(295, 400)","(287, 405)",11.24264,11.24264,11,20,0.000125,0.00000
26,manhattan,"(324, 372)","(331, 378)",10.07107,10.07107,9,9,0.000058,0.00000
26,euclidean,"(324, 372)","(331, 378)",10.07107,10.07107,9,16,0.000094,0.00000
26,diagonal,"(324, 372)","(331, 378)",10.07107,10.07107,9,27,0.000156,0.00000
26,hybrid,"(324, 372)","(331, 378)",10.07107,10.07107,9,9,0.000069,0.00000
27,manhattan,"(301, 323)","(293, 325)",9.41421,9.41421,10,11,0.000058,0.00000
27,euclidean,"(301, 323)","(293, 325)",9.41421,9.41421,10,20,0.000107,0.00000
27,diagonal,"(301, 323)","(293, 325)",9.41421,9.41421,10,28,0.000164,0.00000
27,hybrid,"(301, 323)","(293, 325)",9.41421,9.41421,10,16,0.000100,0.00000
28,manhattan,"(114, 46)","(105, 46)",9.00000,9.00000,10,10,0.000064,0.00000
28,euclidean,"(114, 46)","(105, 46)",9.00000,9.00000,10,10,0.000055,0.00000
28,diagonal,"(114, 46)","(105, 46)",9.00000,9.00000,10,10,0.000055,0.00000
28,hybrid,"(114, 46)","(105, 46)",9.00000,9.00000,10,10,0.000061,0.00000
29,manhattan,"(195, 132)","(188, 131)",8.82843,8.82843,9,14,0.000076,0.00000
29,euclidean,"(195, 132)","(188, 131)",8.82843,8.82843,9,16,0.000084,0.00000
29,diagonal,"(195, 132)","(188, 131)",8.82843,8.82843,9,19,0.000100,0.00000
29,hybrid,"(195, 132)","(188, 131)",8.82843,8.82843,9,15,0.000087,0.00000
30,manhattan,"(372, 14)","(382, 23)",14.89949,15.48528,14,14,0.000090,0.58579
30,euclidean,"(372, 14)","(382, 23)",14.89949,14.89949,13,32,0.000185,0.00000
30,diagonal,"(372, 14)","(382, 23)",14.89949,14.89949,13,65,0.000367,0.00000
30,hybrid,"(372, 14)","(382, 23)",14.89949,14.89949,13,14,0.000106,0.00000
31,manhattan,"(16, 224)","(21, 237)",15.07107,15.65685,15,15,0.000091,0.58579
31,euclidean,"(16, 224)","(21, 237)",15.07107,15.07107,14,36,0.000374,0.00000
31,diagonal,"(16, 224)","(21, 237)",15.07107,15.07107,14,62,0.000859,0.00000
31,hybrid,"(16, 224)","(21, 237)",15.07107,15.07107,14,15,0.000159,0.00000
32,manhattan,"(385, 91)","(395, 84)",12.89949,12.89949,11,11,0.000076,0.00000
32,euclidean,"(385, 91)","(395, 84)",12.89949,12.89949,11,31,0.000184,0.00000
32,diagonal,"(385, 91)","(395, 84)",12.89949,12.89949,11,52,0.000318,0.00000
32,hybrid,"(385, 91)","(395, 84)",12.89949,12.89949,11,11,0.000087,0.00000
33,manhattan,"(23, 374)","(33, 363)",15.72792,15.72792,13,13,0.000086,0.00000
33,euclidean,"(23, 374)","(33, 363)",15.72792,15.72792,13,30,0.000218,0.00000
33,diagonal,"(23, 374)","(33, 363)",15.72792,15.72792,13,67,0.000398,0.00000
33,hybrid,"(23, 374)","(33, 363)",15.72792,15.72792,13,13,0.000138,0.00000
34,manhattan,"(216, 251)","(217, 237)",14.41421,14.41421,15,15,0.000093,0.00000
34,euclidean,"(216, 251)","(217, 237)",14.41421,14.41421,15,15,0.000117,0.00000
34,diagonal,"(216, 251)","(217, 237)",14.41421,14.41421,15,16,0.000107,0.00000
34,hybrid,"(216, 251)","(217, 237)",14.41421,14.41421,15,15,0.000099,0.00000
35,manhattan,"(292, 409)","(303, 419)",15.14214,15.14214,12,12,0.000154,0.00000
35,euclidean,"(292, 409)","(303, 419)",15.14214,15.14214,12,19,0.000146,0.00000
35,diagonal,"(292, 409)","(303, 419)",15.14214,15.14214,12,62,0.000402,0.00000
35,hybrid,"(292, 409)","(303, 419)",15.14214,15.14214,12,12,0.000107,0.00000
36,manhattan,"(114, 15)","(126, 21)",15.65685,16.24264,16,20,0.000106,0.58579
36,euclidean,"(114, 15)","(126, 21)",15.65685,15.65685,15,39,0.000236,0.00000
36,diagonal,"(114, 15)","(126, 21)",15.65685,15.65685,15,70,0.000488,0.00000
36,hybrid,"(114, 15)","(126, 21)",15.65685,15.65685,15,18,0.000110,0.00000
37,manhattan,"(383, 389)","(389, 379)",13.07107,13.07107,12,12,0.000075,0.00000
37,euclidean,"(383, 389)","(389, 379)",13.07107,13.07107,12,30,0.000170,0.00000
37,diagonal,"(383, 389)","(389, 379)",13.07107,13.07107,12,51,0.000285,0.00000
37,hybrid,"(383, 389)","(389, 379)",13.07107,13.07107,12,12,0.000084,0.00000
38,manhattan,"(334, 222)","(326, 210)",15.89949,16.72792,14,21,0.000121,0.82843
38,euclidean,"(334, 222)","(326, 210)",15.89949,15.89949,14,51,0.000275,0.00000
38,diagonal,"(334, 222)","(326, 210)",15.89949,15.89949,14,81,0.000467,0.00000
38,hybrid,"(334, 222)","(326, 210)",15.89949,15.89949,14,23,0.000153,0.00000
39,manhattan,"(133, 175)","(145, 172)",13.24264,13.24264,13,13,0.000088,0.00000
39,euclidean,"(133, 175)","(145, 172)",13.24264,13.24264,13,26,0.000140,0.00000
39,diagonal,"(133, 175)","(145, 172)",13.24264,13.24264,13,42,0.000234,0.00000
39,hybrid,"(133, 175)","(145, 172)",13.24264,13.24264,13,13,0.000094,0.00000
40,manhattan,"(323, 204)","(316, 221)",19.89949,19.89949,18,21,0.000122,0.00000
40,euclidean,"(323, 204)","(316, 221)",19.89949,19.89949,18,63,0.000349,0.00000
40,diagonal,"(323, 204)","(316, 221)",19.89949,19.89949,18,107,0.000599,0.00000
40,hybrid,"(323, 204)","(316, 221)",19.89949,19.89949,18,19,0.000137,0.00000
41,manhattan,"(402, 140)","(397, 156)",18.07107,18.07107,17,17,0.000101,0.00000
41,euclidean,"(402, 140)","(397, 156)",18.07107,18.07107,17,42,0.000223,0.00000
41,diagonal,"(402, 140)","(397, 156)",18.07107,18.07107,17,71,0.000382,0.00000
41,hybrid,"(402, 140)","(397, 156)",18.07107,18.07107,17,17,0.000188,0.00000
42,manhattan,"(4, 1)","(12, 14)",16.31371,16.31371,14,14,0.000164,0.00000
42,euclidean,"(4, 1)","(12, 14)",16.31371,16.31371,14,38,0.000232,0.00000
42,diagonal,"(4, 1)","(12, 14)",16.31371,16.31371,14,74,0.000445,0.00000
42,hybrid,"(4, 1)","(12, 14)",16.31371,16.31371,14,14,0.000120,0.00000
43,manhattan,"(466, 155)","(478, 143)",18.14214,18.14214,15,15,0.000099,0.00000
43,euclidean,"(466, 155)","(478, 143)",18.14214,18.14214,15,41,0.000254,0.00000
43,diagonal,"(466, 155)","(478, 143)",18.14214,18.14214,15,99,0.000641,0.00000
43,hybrid,"(466, 155)","(478, 143)",18.14214,18.14214,15,15,0.000118,0.00000
44,manhattan,"(200, 325)","(200, 343)",18.82843,18.82843,19,24,0.000209,0.00000
44,euclidean,"(200, 325)","(200, 343)",18.82843,18.82843,19,21,0.000124,0.00000
44,diagonal,"(200, 325)","(200, 343)",18.82843,18.82843,19,21,0.000117,0.00000
44,hybrid,"(200, 325)","(200, 343)",18.82843,18.82843,19,25,0.000241,0.00000
45,manhattan,"(348, 492)","(352, 476)",18.24264,18.24264,18,18,0.000144,0.00000
45,euclidean,"(348, 492)","(352, 476)",18.24264,18.24264,18,36,0.000219,0.00000
45,diagonal,"(348, 492)","(352, 476)",18.24264,18.24264,18,71,0.000484,0.00000
45,hybrid,"(348, 492)","(352, 476)",18.24264,18.24264,18,18,0.000145,0.00000
46,manhattan,"(9, 353)","(9, 337)",18.82843,18.82843,19,48,0.000282,0.00000
46,euclidean,"(9, 353)","(9, 337)",18.82843,18.82843,19,105,0.000557,0.00000
46,diagonal,"(9, 353)","(9, 337)",18.82843,18.82843,19,140,0.000999,0.00000
46,hybrid,"(9, 353)","(9, 337)",18.82843,18.82843,19,70,0.000421,0.00000
47,manhattan,"(264, 464)","(252, 452)",18.14214,18.14214,15,15,0.000113,0.00000
47,euclidean,"(264, 464)","(252, 452)",18.14214,18.14214,15,64,0.000419,0.00000
47,diagonal,"(264, 464)","(252, 452)",18.14214,18.14214,15,103,0.000657,0.00000
47,hybrid,"(264, 464)","(252, 452)",18.14214,18.14214,15,16,0.000148,0.00000
48,manhattan,"(442, 126)","(428, 116)",19.31371,19.31371,17,17,0.000115,0.00000
48,euclidean,"(442, 126)","(428, 116)",19.31371,19.31371,17,89,0.000562,0.00000
48,diagonal,"(442, 126)","(428, 116)",19.31371,19.31371,17,124,0.000697,0.00000
48,hybrid,"(442, 126)","(428, 116)",19.31371,19.31371,17,22,0.000154,0.00000
49,manhattan,"(415, 422)","(430, 428)",18.07107,19.24264,19,27,0.000170,1.17157
49,euclidean,"(415, 422)","(430, 428)",18.07107,18.07107,17,50,0.000287,0.00000
49,diagonal,"(415, 422)","(430, 428)",18.07107,18.07107,17,89,0.000534,0.00000
49,hybrid,"(415, 422)","(430, 428)",18.07107,18.07107,17,20,0.000152,0.00000
50,manhattan,"(236, 71)","(243, 54)",20.48528,20.48528,19,19,0.000115,0.00000
50,euclidean,"(236, 71)","(243, 54)",20.48528,20.48528,19,83,0.000666,0.00000
50,diagonal,"(236, 71)","(243, 54)",20.48528,20.48528,19,127,0.000724,0.00000
50,hybrid,"(236, 71)","(243, 54)",20.48528,20.48528,19,24,0.000174,0.00000
51,manhattan,"(479, 69)","(475, 90)",23.82843,23.82843,24,49,0.000273,0.00000
51,euclidean,"(479, 69)","(475, 90)",23.82843,23.82843,24,113,0.000591,0.00000
51,diagonal,"(479, 69)","(475, 90)",23.82843,23.82843,24,157,0.000873,0.00000
51,hybrid,"(479, 69)","(475, 90)",23.82843,23.82843,24,79,0.000480,0.00000
52,manhattan,"(255, 493)","(252, 473)",21.24264,21.24264,21,21,0.000135,0.00000
52,euclidean,"(255, 493)","(252, 473)",21.24264,21.24264,21,67,0.000567,0.00000
52,diagonal,"(255, 493)","(252, 473)",21.24264,21.24264,21,87,0.000518,0.00000
52,hybrid,"(255, 493)","(252, 473)",21.24264,21.24264,21,21,0.000151,0.00000
53,manhattan,"(489, 53)","(505, 65)",21.55635,23.31371,21,21,0.000195,1.75736
53,euclidean,"(489, 53)","(505, 65)",21.55635,21.55635,18,49,0.000282,0.00000
53,diagonal,"(489, 53)","(505, 65)",21.55635,21.55635,18,128,0.000762,0.00000
53,hybrid,"(489, 53)","(505, 65)",21.55635,21.55635,18,19,0.000152,0.00000
54,manhattan,"(306, 244)","(286, 239)",22.89949,24.07107,23,36,0.000211,1.17157
54,euclidean,"(306, 244)","(286, 239)",22.89949,22.89949,21,80,0.000446,0.00000
54,diagonal,"(306, 244)","(286, 239)",22.89949,22.89949,21,128,0.000721,0.00000
54,hybrid,"(306, 244)","(286, 239)",22.89949,22.89949,21,59,0.000504,0.00000
55,manhattan,"(450, 484)","(441, 466)",22.31371,24.31371,22,33,0.000213,2.00000
55,euclidean,"(450, 484)","(441, 466)",22.31371,22.31371,20,75,0.000421,0.00000
55,diagonal,"(450, 484)","(441, 466)",22.31371,22.31371,20,138,0.000793,0.00000
55,hybrid,"(450, 484)","(441, 466)",22.31371,22.31371,20,25,0.000245,0.00000
56,manhattan,"(74, 130)","(55, 134)",21.24264,21.24264,21,31,0.000250,0.00000
56,euclidean,"(74, 130)","(55, 134)",21.24264,21.24264,21,97,0.000514,0.00000
56,diagonal,"(74, 130)","(55, 134)",21.24264,21.24264,21,119,0.000658,0.00000
56,hybrid,"(74, 130)","(55, 134)",21.24264,21.24264,21,52,0.000335,0.00000
57,manhattan,"(121, 125)","(140, 116)",22.72792,22.72792,20,20,0.000133,0.00000
57,euclidean,"(121, 125)","(140, 116)",22.72792,22.72792,20,91,0.000480,0.00000
57,diagonal,"(121, 125)","(140, 116)",22.72792,22.72792,20,153,0.000818,0.00000
57,hybrid,"(121, 125)","(140, 116)",22.72792,22.72792,20,20,0.000155,0.00000
58,manhattan,"(460, 306)","(447, 319)",21.31371,21.31371,19,19,0.000127,0.00000
58,euclidean,"(460, 306)","(447, 319)",21.31371,21.31371,19,102,0.000584,0.00000
58,diagonal,"(460, 306)","(447, 319)",21.31371,21.31371,19,155,0.000976,0.00000
58,hybrid,"(460, 306)","(447, 319)",21.31371,21.31371,19,22,0.000164,0.00000
59,manhattan,"(105, 109)","(94, 93)",20.55635,20.55635,17,17,0.000117,0.00000
59,euclidean,"(105, 109)","(94, 93)",20.55635,20.55635,17,60,0.000327,0.00000
59,diagonal,"(105, 109)","(94, 93)",20.55635,20.55635,17,116,0.000636,0.00000
59,hybrid,"(105, 109)","(94, 93)",20.55635,20.55635,17,17,0.000133,0.00000
60,manhattan,"(321, 250)","(316, 275)",27.07107,27.07107,26,40,0.000257,0.00000
60,euclidean,"(321, 250)","(316, 275)",27.07107,27.07107,26,103,0.000620,0.00000
60,diagonal,"(321, 250)","(316, 275)",27.07107,27.07107,26,166,0.001042,0.00000
60,hybrid,"(321, 250)","(316, 275)",27.07107,27.07107,26,39,0.000304,0.00000
61,manhattan,"(245, 313)","(257, 294)",25.14214,25.72792,23,33,0.000213,0.58579
61,euclidean,"(245, 313)","(257, 294)",25.14214,25.14214,22,136,0.000768,0.00000
61,diagonal,"(245, 313)","(257, 294)",25.14214,25.14214,22,215,0.001525,0.00000
61,hybrid,"(245, 313)","(257, 294)",25.14214,25.14214,22,31,0.000233,0.00000
62,manhattan,"(203, 324)","(221, 310)",24.97056,27.89949,26,34,0.000199,2.92893
62,euclidean,"(203, 324)","(221, 310)",24.97056,24.97056,21,104,0.000550,0.00000
62,diagonal,"(203, 324)","(221, 310)",24.97056,24.97056,21,186,0.001004,0.00000
62,hybrid,"(203, 324)","(221, 310)",24.97056,24.97056,21,24,0.000176,0.00000
63,manhattan,"(368, 99)","(363, 121)",24.89949,25.24264,25,25,0.000154,0.34315
63,euclidean,"(368, 99)","(363, 121)",24.89949,24.89949,23,101,0.000711,0.00000
63,diagonal,"(368, 99)","(363, 121)",24.89949,24.89949,23,163,0.001003,0.00000
63,hybrid,"(368, 99)","(363, 121)",24.89949,25.24264,25,25,0.000184,0.34315
64,manhattan,"(47, 443)","(55, 420)",26.89949,28.07107,27,38,0.000232,1.17157
64,euclidean,"(47, 443)","(55, 420)",26.89949,26.89949,25,145,0.000782,0.00000
64,diagonal,"(47, 443)","(55, 420)",26.89949,26.89949,25,194,0.001199,0.00000
64,hybrid,"(47, 443)","(55, 420)",26.89949,27.48528,26,53,0.000364,0.58579
65,manhattan,"(3, 360)","(28, 365)",27.07107,27.07107,26,60,0.000348,0.00000
65,euclidean,"(3, 360)","(28, 365)",27.07107,27.07107,26,103,0.000595,0.00000
65,diagonal,"(3, 360)","(28, 365)",27.07107,27.07107,26,160,0.001009,0.00000
65,hybrid,"(3, 360)","(28, 365)",27.07107,27.07107,26,70,0.000524,0.00000
66,manhattan,"(315, 36)","(333, 21)",26.55635,26.55635,23,30,0.000252,0.00000
66,euclidean,"(315, 36)","(333, 21)",26.55635,26.55635,23,145,0.000888,0.00000
66,diagonal,"(315, 36)","(333, 21)",26.55635,26.55635,23,230,0.001765,0.00000
66,hybrid,"(315, 36)","(333, 21)",26.55635,26.55635,23,26,0.000199,0.00000
67,manhattan,"(183, 442)","(190, 466)",27.48528,27.48528,26,50,0.000293,0.00000
67,euclidean,"(183, 442)","(190, 466)",27.48528,27.48528,26,114,0.000600,0.00000
67,diagonal,"(183, 442)","(190, 466)",27.48528,27.48528,26,199,0.001110,0.00000
67,hybrid,"(183, 442)","(190, 466)",27.48528,27.48528,26,40,0.000284,0.00000
68,manhattan,"(177, 36)","(151, 36)",26.82843,26.82843,27,28,0.000180,0.00000
68,euclidean,"(177, 36)","(151, 36)",26.82843,26.82843,27,63,0.000337,0.00000
68,diagonal,"(177, 36)","(151, 36)",26.82843,26.82843,27,64,0.000378,0.00000
68,hybrid,"(177, 36)","(151, 36)",26.82843,26.82843,27,62,0.000357,0.00000
69,manhattan,"(492, 202)","(499, 224)",24.89949,26.07107,25,25,0.000149,1.17157
69,euclidean,"(492, 202)","(499, 224)",24.89949,24.89949,23,78,0.000424,0.00000
69,diagonal,"(492, 202)","(499, 224)",24.89949,24.89949,23,156,0.000909,0.00000
69,hybrid,"(492, 202)","(499, 224)",24.89949,25.48528,24,27,0.000187,0.58579
70,manhattan,"(317, 248)","(295, 265)",30.21320,31.97056,28,29,0.000197,1.75736
70,euclidean,"(317, 248)","(295, 265)",30.21320,30.21320,25,128,0.000768,0.00000
70,diagonal,"(317, 248)","(295, 265)",30.21320,30.21320,25,267,0.001583,0.00000
70,hybrid,"(317, 248)","(295, 265)",30.21320,31.97056,28,34,0.000245,1.75736
71,manhattan,"(324, 223)","(299, 214)",28.72792,28.72792,26,30,0.000187,0.00000
71,euclidean,"(324, 223)","(299, 214)",28.72792,28.72792,26,156,0.000865,0.00000
71,diagonal,"(324, 223)","(299, 214)",28.72792,28.72792,26,253,0.001641,0.00000
71,hybrid,"(324, 223)","(299, 214)",28.72792,28.72792,26,30,0.000226,0.00000
72,manhattan,"(274, 125)","(284, 100)",29.14214,29.72792,27,27,0.000177,0.58579
72,euclidean,"(274, 125)","(284, 100)",29.14214,29.14214,26,158,0.000911,0.00000
72,diagonal,"(274, 125)","(284, 100)",29.14214,29.14214,26,250,0.001477,0.00000
72,hybrid,"(274, 125)","(284, 100)",29.14214,29.72792,27,31,0.000304,0.58579
73,manhattan,"(29, 88)","(18, 112)",29.14214,29.72792,27,48,0.000282,0.58579
73,euclidean,"(29, 88)","(18, 112)",29.14214,29.14214,26,148,0.000903,0.00000
73,diagonal,"(29, 88)","(18, 112)",29.14214,29.14214,26,259,0.001455,0.00000
73,hybrid,"(29, 88)","(18, 112)",29.14214,29.14214,26,38,0.000412,0.00000
74,manhattan,"(112, 102)","(124, 75)",31.97056,31.97056,28,33,0.000219,0.00000
74,euclidean,"(112, 102)","(124, 75)",31.97056,31.97056,28,145,0.000804,0.00000
74,diagonal,"(112, 102)","(124, 75)",31.97056,31.97056,28,266,0.001501,0.00000
74,hybrid,"(112, 102)","(124, 75)",31.97056,31.97056,28,33,0.000252,0.00000
75,manhattan,"(135, 438)","(106, 435)",30.82843,30.82843,31,90,0.000570,0.00000
75,euclidean,"(135, 438)","(106, 435)",30.82843,30.82843,31,138,0.000787,0.00000
75,diagonal,"(135, 438)","(106, 435)",30.82843,30.82843,31,181,0.001120,0.00000
