case_id,heuristic,start,goal,expected_cost,actual_cost,path_length,visited_nodes,time_sec,cost_error
6,manhattan,"(887, 1571)","(1363, 1914)",1245.60178,1860.08954,702,576157,4.752173,614.48776
6,euclidean,"(887, 1571)","(1363, 1914)",1245.60178,1860.08954,702,699545,5.780730,614.48776
6,diagonal,"(887, 1571)","(1363, 1914)",1245.60178,1860.08954,702,748368,6.143205,614.48776
6,hybrid,"(887, 1571)","(1363, 1914)",1245.60178,1860.08954,702,642977,5.541668,614.48776
7,manhattan,"(1103, 1696)","(29, 1236)",3082.00822,3485.70137,1173,1404801,12.761504,403.69315
7,euclidean,"(1103, 1696)","(29, 1236)",3082.00822,3485.70137,1173,1648749,15.141797,403.69315
7,diagonal,"(1103, 1696)","(29, 1236)",3082.00822,3485.70137,1173,1786163,16.649113,403.69315
7,hybrid,"(1103, 1696)","(29, 1236)",3082.00822,3485.70137,1173,1513834,14.760786,403.69315
8,manhattan,"(912, 1896)","(1518, 919)",2449.25662,2357.25667,1100,477837,4.318986,91.99995
8,euclidean,"(912, 1896)","(1518, 919)",2449.25662,2356.67089,1100,673635,5.582729,92.58574
8,diagonal,"(912, 1896)","(1518, 919)",2449.25662,2356.67089,1100,724360,5.945431,92.58574
8,hybrid,"(912, 1896)","(1518, 919)",2449.25662,2356.67089,1100,579573,4.977425,92.58574
9,manhattan,"(295, 47)","(1443, 1047)",3575.29770,0.00000,0,0,0.090139,3575.29770
9,euclidean,"(295, 47)","(1443, 1047)",3575.29770,0.00000,0,0,0.000003,3575.29770
9,diagonal,"(295, 47)","(1443, 1047)",3575.29770,0.00000,0,0,0.000000,3575.29770
9,hybrid,"(295, 47)","(1443, 1047)",3575.29770,0.00000,0,0,0.000000,3575.29770
10,manhattan,"(1065, 1609)","(1850, 1561)",2154.98410,2324.73882,932,801592,6.259444,169.75471
10,euclidean,"(1065, 1609)","(1850, 1561)",2154.98410,2324.73882,932,1011462,8.488196,169.75471
10,diagonal,"(1065, 1609)","(1850, 1561)",2154.98410,2324.73882,932,1087893,9.382128,169.75471
10,hybrid,"(1065, 1609)","(1850, 1561)",2154.98410,2324.73882,932,900562,7.823610,169.75471
11,manhattan,"(206, 1991)","(145, 155)",4546.21865,0.00000,0,0,0.137336,4546.21865
11,euclidean,"(206, 1991)","(145, 155)",4546.21865,0.00000,0,0,0.000003,4546.21865
11,diagonal,"(206, 1991)","(145, 155)",4546.21865,0.00000,0,0,0.000000,4546.21865
11,hybrid,"(206, 1991)","(145, 155)",4546.21865,0.00000,0,0,0.000000,4546.21865
12,manhattan,"(2008, 108)","(569, 272)",3224.17756,4483.59120,1453,1032159,7.863130,1259.41364
12,euclidean,"(2008, 108)","(569, 272)",3224.17756,4483.59120,1453,1182793,9.617688,1259.41364
12,diagonal,"(2008, 108)","(569, 272)",3224.17756,4483.59120,1453,1272912,10.421912,1259.41364
12,hybrid,"(2008, 108)","(569, 272)",3224.17756,4483.59120,1453,1104716,9.280799,1259.41364
13,manhattan,"(1442, 1042)","(566, 1408)",2129.99121,2190.52918,921,846645,7.593478,60.53797
13,euclidean,"(1442, 1042)","(566, 1408)",2129.99121,2190.52918,921,1090329,9.618384,60.53797
13,diagonal,"(1442, 1042)","(566, 1408)",2129.99121,2190.52918,921,1191761,10.452765,60.53797
13,hybrid,"(1442, 1042)","(566, 1408)",2129.99121,2190.52918,921,967392,9.782731,60.53797
14,manhattan,"(1274, 281)","(1977, 1929)",3501.59040,3941.08023,1849,1809337,17.201061,439.48983
14,euclidean,"(1274, 281)","(1977, 1929)",3501.59040,3922.05941,1846,2131107,20.978127,420.46901
14,diagonal,"(1274, 281)","(1977, 1929)",3501.59040,3922.05941,1846,2336035,23.253860,420.46901
14,hybrid,"(1274, 281)","(1977, 1929)",3501.59040,3922.05941,1846,1963167,20.274585,420.46901
15,manhattan,"(1118, 329)","(178, 2006)",4134.24562,0.00000,0,0,0.335239,4134.24562
15,euclidean,"(1118, 329)","(178, 2006)",4134.24562,0.00000,0,0,0.000004,4134.24562
15,diagonal,"(1118, 329)","(178, 2006)",4134.24562,0.00000,0,0,0.000000,4134.24562
15,hybrid,"(1118, 329)","(178, 2006)",4134.24562,0.00000,0,0,0.000000,4134.24562
16,manhattan,"(877, 2030)","(30, 1696)",2448.74235,0.00000,0,0,0.000000,2448.74235
16,euclidean,"(877, 2030)","(30, 1696)",2448.74235,0.00000,0,0,0.000001,2448.74235
16,diagonal,"(877, 2030)","(30, 1696)",2448.74235,0.00000,0,0,0.000000,2448.74235
16,hybrid,"(877, 2030)","(30, 1696)",2448.74235,0.00000,0,0,0.000000,2448.74235
17,manhattan,"(695, 1172)","(733, 1473)",800.58431,704.47118,303,55869,0.388511,96.11313
17,euclidean,"(695, 1172)","(733, 1473)",800.58431,704.47118,303,70507,0.495171,96.11313
17,diagonal,"(695, 1172)","(733, 1473)",800.58431,704.47118,303,76759,0.515665,96.11313
17,hybrid,"(695, 1172)","(733, 1473)",800.58431,704.47118,303,62670,0.479585,96.11313
18,manhattan,"(986, 1761)","(1704, 535)",3012.96628,3026.77157,1338,1289250,11.267285,13.80530
18,euclidean,"(986, 1761)","(1704, 535)",3012.96628,3026.18578,1338,1500050,14.101716,13.21951
18,diagonal,"(986, 1761)","(1704, 535)",3012.96628,3026.18578,1338,1595001,14.863936,13.21951
18,hybrid,"(986, 1761)","(1704, 535)",3012.96628,3026.18578,1338,1390971,13.598957,13.21951
19,manhattan,"(691, 1192)","(1300, 1849)",2076.00314,2320.10949,996,838715,7.398563,244.10634
19,euclidean,"(691, 1192)","(1300, 1849)",2076.00314,2320.10949,996,1038096,8.843309,244.10634
19,diagonal,"(691, 1192)","(1300, 1849)",2076.00314,2320.10949,996,1121829,9.938289,244.10634
19,hybrid,"(691, 1192)","(1300, 1849)",2076.00314,2320.10949,996,932463,8.432094,244.10634
20,manhattan,"(73, 651)","(1693, 1869)",4495.47575,4685.67464,2336,2104634,20.354482,190.19888
20,euclidean,"(73, 651)","(1693, 1869)",4495.47575,4665.44062,2333,2350203,24.393059,169.96486
20,diagonal,"(73, 651)","(1693, 1869)",4495.47575,4665.44062,2333,2367060,23.880913,169.96486
20,hybrid,"(73, 651)","(1693, 1869)",4495.47575,4665.44062,2333,2252165,24.053307,169.96486
21,manhattan,"(1229, 1515)","(1796, 211)",3483.38019,3451.54513,1433,1944916,19.209663,31.83506
21,euclidean,"(1229, 1515)","(1796, 211)",3483.38019,3451.54513,1433,2312573,22.621097,31.83506
21,diagonal,"(1229, 1515)","(1796, 211)",3483.38019,3451.54513,1433,2448857,24.717481,31.83506
21,hybrid,"(1229, 1515)","(1796, 211)",3483.38019,3451.54513,1433,2130818,22.407146,31.83506
22,manhattan,"(93, 456)","(785, 1725)",3493.47241,3810.90343,1459,1292359,12.140674,317.43102
22,euclidean,"(93, 456)","(785, 1725)",3493.47241,3810.90343,1459,1596289,14.663663,317.43102
22,diagonal,"(93, 456)","(785, 1725)",3493.47241,3810.90343,1459,1699041,16.196662,317.43102
22,hybrid,"(93, 456)","(785, 1725)",3493.47241,3810.90343,1459,1399235,13.932048,317.43102
23,manhattan,"(1684, 1211)","(1193, 963)",1119.26069,1226.85090,593,159348,1.406941,107.59021
23,euclidean,"(1684, 1211)","(1193, 963)",1119.26069,1226.85090,593,191603,1.368679,107.59021
23,diagonal,"(1684, 1211)","(1193, 963)",1119.26069,1226.85090,593,222240,1.602589,107.59021
23,hybrid,"(1684, 1211)","(1193, 963)",1119.26069,1226.85090,593,167301,1.267078,107.59021
24,manhattan,"(611, 513)","(1686, 1223)",2943.59383,3017.55714,1474,1199159,10.797211,73.96331
24,euclidean,"(611, 513)","(1686, 1223)",2943.59383,3016.34394,1474,1568631,14.288584,72.75011
24,diagonal,"(611, 513)","(1686, 1223)",2943.59383,3016.34394,1474,1636928,15.573911,72.75011
24,hybrid,"(611, 513)","(1686, 1223)",2943.59383,3017.55714,1474,1400662,13.644627,73.96331
25,manhattan,"(648, 1307)","(1020, 371)",2255.55408,2400.05505,1299,784585,7.070790,144.50097
25,euclidean,"(648, 1307)","(1020, 371)",2255.55408,2400.05505,1299,1054135,9.082418,144.50097
25,diagonal,"(648, 1307)","(1020, 371)",2255.55408,2400.05505,1299,1197980,10.794755,144.50097
25,hybrid,"(648, 1307)","(1020, 371)",2255.55408,2400.05505,1299,909435,8.404287,144.50097
26,manhattan,"(907, 1635)","(779, 676)",2491.70934,3038.16436,1544,1653410,15.544647,546.45501
26,euclidean,"(907, 1635)","(779, 676)",2491.70934,3038.16436,1544,1927614,18.830445,546.45501
26,diagonal,"(907, 1635)","(779, 676)",2491.70934,3038.16436,1544,2040105,20.191742,546.45501
26,hybrid,"(907, 1635)","(779, 676)",2491.70934,3038.16436,1544,1783335,17.871168,546.45501
27,manhattan,"(477, 1598)","(201, 32)",3981.95306,0.00000,0,0,0.302650,3981.95306
27,euclidean,"(477, 1598)","(201, 32)",3981.95306,0.00000,0,0,0.000004,3981.95306
27,diagonal,"(477, 1598)","(201, 32)",3981.95306,0.00000,0,0,0.000001,3981.95306
27,hybrid,"(477, 1598)","(201, 32)",3981.95306,0.00000,0,0,0.000000,3981.95306
28,manhattan,"(1901, 551)","(18, 1894)",4707.07855,0.00000,0,0,0.000001,4707.07855
28,euclidean,"(1901, 551)","(18, 1894)",4707.07855,0.00000,0,0,0.000000,4707.07855
28,diagonal,"(1901, 551)","(18, 1894)",4707.07855,0.00000,0,0,0.000000,4707.07855
28,hybrid,"(1901, 551)","(18, 1894)",4707.07855,0.00000,0,0,0.000001,4707.07855
29,manhattan,"(58, 1083)","(1539, 1815)",4051.66635,0.00000,0,0,0.000000,4051.66635
29,euclidean,"(58, 1083)","(1539, 1815)",4051.66635,0.00000,0,0,0.000000,4051.66635
29,diagonal,"(58, 1083)","(1539, 1815)",4051.66635,0.00000,0,0,0.000001,4051.66635
29,hybrid,"(58, 1083)","(1539, 1815)",4051.66635,0.00000,0,0,0.000001,4051.66635
30,manhattan,"(1492, 151)","(1362, 276)",431.24569,550.98694,131,32158,0.194213,119.74125
30,euclidean,"(1492, 151)","(1362, 276)",431.24569,550.98694,131,36546,0.224380,119.74125
30,diagonal,"(1492, 151)","(1362, 276)",431.24569,550.98694,131,38421,0.230366,119.74125
30,hybrid,"(1492, 151)","(1362, 276)",431.24569,550.98694,131,34219,0.223444,119.74125
31,manhattan,"(1240, 1128)","(1642, 507)",1671.62720,1698.72009,723,643084,5.187284,27.09289
31,euclidean,"(1240, 1128)","(1642, 507)",1671.62720,1698.72009,723,777533,6.277543,27.09289
31,diagonal,"(1240, 1128)","(1642, 507)",1671.62720,1698.72009,723,841282,6.866241,27.09289
31,hybrid,"(1240, 1128)","(1642, 507)",1671.62720,1698.72009,723,703674,6.319550,27.09289
32,manhattan,"(1731, 1851)","(1110, 1280)",1831.33570,1577.23124,788,124642,0.928770,254.10446
32,euclidean,"(1731, 1851)","(1110, 1280)",1831.33570,1577.23124,788,231182,1.639917,254.10446
32,diagonal,"(1731, 1851)","(1110, 1280)",1831.33570,1577.23124,788,285326,2.149026,254.10446
32,hybrid,"(1731, 1851)","(1110, 1280)",1831.33570,1577.23124,788,151830,1.151826,254.10446
33,manhattan,"(1651, 331)","(1966, 82)",1379.15888,1973.81659,373,398351,2.856117,594.65771
33,euclidean,"(1651, 331)","(1966, 82)",1379.15888,1973.81659,373,480856,4.401416,594.65771
33,diagonal,"(1651, 331)","(1966, 82)",1379.15888,1973.81659,373,519313,3.944798,594.65771
33,hybrid,"(1651, 331)","(1966, 82)",1379.15888,1973.81659,373,439011,3.522871,594.65771
34,manhattan,"(758, 510)","(60, 698)",1636.57646,1754.27374,723,384372,3.021884,117.69728
34,euclidean,"(758, 510)","(60, 698)",1636.57646,1754.27374,723,478075,3.657036,117.69728
34,diagonal,"(758, 510)","(60, 698)",1636.57646,1754.27374,723,514169,3.907353,117.69728
34,hybrid,"(758, 510)","(60, 698)",1636.57646,1754.27374,723,428990,3.442608,117.69728
35,manhattan,"(730, 1236)","(1787, 261)",3661.10880,3673.53903,1496,2067327,19.470901,12.43023
35,euclidean,"(730, 1236)","(1787, 261)",3661.10880,3673.53903,1496,2500713,25.678087,12.43023
35,diagonal,"(730, 1236)","(1787, 261)",3661.10880,3673.53903,1496,2654328,27.270881,12.43023
35,hybrid,"(730, 1236)","(1787, 261)",3661.10880,3673.53903,1496,2283360,24.848801,12.43023
36,manhattan,"(108, 583)","(1666, 1805)",4227.05826,4253.57962,2246,1615729,16.241343,26.52135
36,euclidean,"(108, 583)","(1666, 1805)",4227.05826,4233.34560,2243,2029697,19.632224,6.28733
36,diagonal,"(108, 583)","(1666, 1805)",4227.05826,4233.34560,2243,2066558,20.427837,6.28733
36,hybrid,"(108, 583)","(1666, 1805)",4227.05826,4233.34560,2243,1862883,19.145193,6.28733
37,manhattan,"(1572, 166)","(317, 1157)",3324.08793,4643.49863,1919,2241107,23.847352,1319.41070
37,euclidean,"(1572, 166)","(317, 1157)",3324.08793,4643.49863,1919,2447395,24.906824,1319.41070
37,diagonal,"(1572, 166)","(317, 1157)",3324.08793,4643.49863,1919,2519300,25.476389,1319.41070
37,hybrid,"(1572, 166)","(317, 1157)",3324.08793,4643.49863,1919,2342049,24.839376,1319.41070
38,manhattan,"(1434, 1017)","(97, 1679)",2837.28310,3542.99845,1590,1904194,19.656485,705.71535
38,euclidean,"(1434, 1017)","(97, 1679)",2837.28310,3542.99845,1590,2382540,23.773796,705.71535
38,diagonal,"(1434, 1017)","(97, 1679)",2837.28310,3542.99845,1590,2561908,26.823238,705.71535
38,hybrid,"(1434, 1017)","(97, 1679)",2837.28310,3542.99845,1590,2145247,23.168366,705.71535
39,manhattan,"(138, 626)","(429, 1739)",3062.63584,3719.13571,1189,1250914,11.273918,656.49987
39,euclidean,"(138, 626)","(429, 1739)",3062.63584,3719.13571,1189,1469850,13.904909,656.49987
39,diagonal,"(138, 626)","(429, 1739)",3062.63584,3719.13571,1189,1646129,15.254607,656.49987
39,hybrid,"(138, 626)","(429, 1739)",3062.63584,3719.13571,1189,1356002,12.258883,656.49987
40,manhattan,"(971, 1869)","(153, 1540)",2421.74498,3286.83889,1280,1197640,10.575129,865.09390
40,euclidean,"(971, 1869)","(153, 1540)",2421.74498,3286.83889,1280,1438193,12.835798,865.09390
40,diagonal,"(971, 1869)","(153, 1540)",2421.74498,3286.83889,1280,1534780,13.947470,865.09390
40,hybrid,"(971, 1869)","(153, 1540)",2421.74498,3286.83889,1280,1308445,11.859828,865.09390
41,manhattan,"(1622, 575)","(1085, 71)",1791.12954,0.00000,0,0,0.230307,1791.12954
41,euclidean,"(1622, 575)","(1085, 71)",1791.12954,0.00000,0,0,0.000004,1791.12954
41,diagonal,"(1622, 575)","(1085, 71)",1791.12954,0.00000,0,0,0.000002,1791.12954
41,hybrid,"(1622, 575)","(1085, 71)",1791.12954,0.00000,0,0,0.000000,1791.12954
42,manhattan,"(769, 333)","(1569, 1146)",2564.44018,2429.98564,1170,557293,4.246416,134.45454
42,euclidean,"(769, 333)","(1569, 1146)",2564.44018,2428.77244,1170,838947,6.815297,135.66774
42,diagonal,"(769, 333)","(1569, 1146)",2564.44018,2428.77244,1170,931267,7.952660,135.66774
42,hybrid,"(769, 333)","(1569, 1146)",2564.44018,2428.77244,1170,703673,6.090396,135.66774
43,manhattan,"(1407, 1499)","(35, 1308)",3126.38153,3158.18622,1436,1581379,14.387032,31.80469
43,euclidean,"(1407, 1499)","(35, 1308)",3126.38153,3158.18622,1436,1960104,18.890760,31.80469
43,diagonal,"(1407, 1499)","(35, 1308)",3126.38153,3158.18622,1436,2122173,21.080209,31.80469
43,hybrid,"(1407, 1499)","(35, 1308)",3126.38153,3158.18622,1436,1766026,18.139846,31.80469
44,manhattan,"(1065, 1515)","(1681, 1701)",1585.74059,1866.33975,780,639855,5.724944,280.59916
44,euclidean,"(1065, 1515)","(1681, 1701)",1585.74059,1866.33975,780,797004,6.773791,280.59916
44,diagonal,"(1065, 1515)","(1681, 1701)",1585.74059,1866.33975,780,862858,7.332918,280.59916
44,hybrid,"(1065, 1515)","(1681, 1701)",1585.74059,1866.33975,780,713759,6.999299,280.59916
45,manhattan,"(811, 590)","(1607, 1998)",3813.63845,0.00000,0,0,0.127110,3813.63845
45,euclidean,"(811, 590)","(1607, 1998)",3813.63845,0.00000,0,0,0.000004,3813.63845
45,diagonal,"(811, 590)","(1607, 1998)",3813.63845,0.00000,0,0,0.000000,3813.63845
45,hybrid,"(811, 590)","(1607, 1998)",3813.63845,0.00000,0,0,0.000000,3813.63845
46,manhattan,"(1629, 197)","(823, 1704)",3724.45441,3797.42842,1684,1272826,11.794251,72.97401
46,euclidean,"(1629, 197)","(823, 1704)",3724.45441,3797.42842,1684,1574393,15.294442,72.97401
46,diagonal,"(1629, 197)","(823, 1704)",3724.45441,3797.42842,1684,1611920,15.489317,72.97401
46,hybrid,"(1629, 197)","(823, 1704)",3724.45441,3797.42842,1684,1451726,14.853459,72.97401
47,manhattan,"(1396, 1768)","(1589, 1252)",1406.00215,1449.68900,554,324356,2.851912,43.68685
47,euclidean,"(1396, 1768)","(1589, 1252)",1406.00215,1449.65346,554,382557,2.939598,43.65131
47,diagonal,"(1396, 1768)","(1589, 1252)",1406.00215,1449.65346,554,405042,3.165878,43.65131
47,hybrid,"(1396, 1768)","(1589, 1252)",1406.00215,1449.68900,554,352264,2.791409,43.68685
48,manhattan,"(744, 319)","(894, 1742)",3347.17730,3154.33802,1588,1126108,10.017507,192.83928
48,euclidean,"(744, 319)","(894, 1742)",3347.17730,3154.33802,1588,1518036,14.493130,192.83928
48,diagonal,"(744, 319)","(894, 1742)",3347.17730,3154.33802,1588,1659530,16.651748,192.83928
48,hybrid,"(744, 319)","(894, 1742)",3347.17730,3154.33802,1588,1307173,12.863773,192.83928
49,manhattan,"(1814, 319)","(652, 1980)",4935.07790,0.00000,0,0,0.224259,4935.07790
49,euclidean,"(1814, 319)","(652, 1980)",4935.07790,0.00000,0,0,0.000005,4935.07790
49,diagonal,"(1814, 319)","(652, 1980)",4935.07790,0.00000,0,0,0.000001,4935.07790
49,hybrid,"(1814, 319)","(652, 1980)",4935.07790,0.00000,0,0,0.000000,4935.07790
50,manhattan,"(1078, 535)","(2035, 173)",2169.61119,3034.24047,1188,1287203,10.782047,864.62929
50,euclidean,"(1078, 535)","(2035, 173)",2169.61119,3034.24047,1188,1608648,14.765891,864.62929
50,diagonal,"(1078, 535)","(2035, 173)",2169.61119,3034.24047,1188,1749245,16.143301,864.62929
50,hybrid,"(1078, 535)","(2035, 173)",2169.61119,3034.24047,1188,1446368,13.720818,864.62929
51,manhattan,"(1481, 437)","(1953, 22)",1646.35355,2371.02536,511,642539,5.219458,724.67181
51,euclidean,"(1481, 437)","(1953, 22)",1646.35355,2371.02536,511,777834,6.087379,724.67181
51,diagonal,"(1481, 437)","(1953, 22)",1646.35355,2371.02536,511,857475,6.691663,724.67181
51,hybrid,"(1481, 437)","(1953, 22)",1646.35355,2371.02536,511,704845,6.549974,724.67181
52,manhattan,"(1723, 498)","(1088, 1586)",2927.33537,2878.48059,1289,877996,7.907731,48.85478
52,euclidean,"(1723, 498)","(1088, 1586)",2927.33537,2874.18117,1156,1061965,9.150941,53.15421
52,diagonal,"(1723, 498)","(1088, 1586)",2927.33537,2874.18117,1156,1114906,10.005195,53.15421
52,hybrid,"(1723, 498)","(1088, 1586)",2927.33537,2878.48059,1289,972074,8.920094,48.85478
53,manhattan,"(1537, 486)","(683, 647)",1743.18201,1995.54033,892,437307,3.566541,252.35832
53,euclidean,"(1537, 486)","(683, 647)",1743.18201,1995.54033,892,567440,4.352513,252.35832
53,diagonal,"(1537, 486)","(683, 647)",1743.18201,1995.54033,892,636420,5.054483,252.35832
53,hybrid,"(1537, 486)","(683, 647)",1743.18201,1995.54033,892,495635,4.123044,252.35832
54,manhattan,"(304, 1118)","(838, 1506)",1698.64545,1684.29769,684,290482,2.147219,14.34776
54,euclidean,"(304, 1118)","(838, 1506)",1698.64545,1684.29769,684,347699,2.602568,14.34776
54,diagonal,"(304, 1118)","(838, 1506)",1698.64545,1684.29769,684,361770,2.622065,14.34776
54,hybrid,"(304, 1118)","(838, 1506)",1698.64545,1684.29769,684,320512,2.485996,14.34776
55,manhattan,"(711, 1700)","(2019, 380)",4055.61528,4452.71811,1627,2329260,22.151172,397.10283
55,euclidean,"(711, 1700)","(2019, 380)",4055.61528,4452.71811,1627,2716168,27.375290,397.10283
55,diagonal,"(711, 1700)","(2019, 380)",4055.61528,4452.71811,1627,2796742,29.547262,397.10283
55,hybrid,"(711, 1700)","(2019, 380)",4055.61528,4452.71811,1627,2513492,27.175607,397.10283
56,manhattan,"(74, 1455)","(1774, 866)",3855.74255,0.00000,0,0,0.428634,3855.74255
56,euclidean,"(74, 1455)","(1774, 866)",3855.74255,0.00000,0,0,0.000004,3855.74255
56,diagonal,"(74, 1455)","(1774, 866)",3855.74255,0.00000,0,0,0.000000,3855.74255
56,hybrid,"(74, 1455)","(1774, 866)",3855.74255,0.00000,0,0,0.000001,3855.74255
57,manhattan,"(798, 1888)","(376, 378)",3723.56451,0.00000,0,0,0.000001,3723.56451
57,euclidean,"(798, 1888)","(376, 378)",3723.56451,0.00000,0,0,0.000000,3723.56451
57,diagonal,"(798, 1888)","(376, 378)",3723.56451,0.00000,0,0,0.000000,3723.56451
57,hybrid,"(798, 1888)","(376, 378)",3723.56451,0.00000,0,0,0.000000,3723.56451
58,manhattan,"(551, 1876)","(265, 363)",3865.73513,0.00000,0,0,0.000000,3865.73513
58,euclidean,"(551, 1876)","(265, 363)",3865.73513,0.00000,0,0,0.000000,3865.73513
58,diagonal,"(551, 1876)","(265, 363)",3865.73513,0.00000,0,0,0.000000,3865.73513
58,hybrid,"(551, 1876)","(265, 363)",3865.73513,0.00000,0,0,0.000000,3865.73513
59,manhattan,"(385, 2032)","(483, 170)",4262.96239,0.00000,0,0,0.000001,4262.96239
59,euclidean,"(385, 2032)","(483, 170)",4262.96239,0.00000,0,0,0.000001,4262.96239
59,diagonal,"(385, 2032)","(483, 170)",4262.96239,0.00000,0,0,0.000000,4262.96239
59,hybrid,"(385, 2032)","(483, 170)",4262.96239,0.00000,0,0,0.000000,4262.96239
60,manhattan,"(1757, 60)","(547, 1571)",3812.03400,4589.40570,2135,1644121,14.669997,777.37170
60,euclidean,"(1757, 60)","(547, 1571)",3812.03400,4589.40570,2135,1805439,16.487097,777.37170
60,diagonal,"(1757, 60)","(547, 1571)",3812.03400,4589.40570,2135,1831102,17.803951,777.37170
60,hybrid,"(1757, 60)","(547, 1571)",3812.03400,4589.40570,2135,1729184,16.946890,777.37170
61,manhattan,"(171, 1246)","(316, 1230)",363.90580,454.88225,146,24529,0.509592,90.97645
61,euclidean,"(171, 1246)","(316, 1230)",363.90580,454.88225,146,30311,0.181678,90.97645
61,diagonal,"(171, 1246)","(316, 1230)",363.90580,454.88225,146,32949,0.199841,90.97645
61,hybrid,"(171, 1246)","(316, 1230)",363.90580,454.88225,146,27270,0.176973,90.97645
62,manhattan,"(689, 475)","(127, 1155)",1955.43690,0.00000,0,0,0.001111,1955.43690
62,euclidean,"(689, 475)","(127, 1155)",1955.43690,0.00000,0,0,0.000001,1955.43690
62,diagonal,"(689, 475)","(127, 1155)",1955.43690,0.00000,0,0,0.000000,1955.43690
62,hybrid,"(689, 475)","(127, 1155)",1955.43690,0.00000,0,0,0.000001,1955.43690
63,manhattan,"(1535, 1400)","(807, 98)",3205.41085,0.00000,0,0,0.000002,3205.41085
63,euclidean,"(1535, 1400)","(807, 98)",3205.41085,0.00000,0,0,0.000001,3205.41085
63,diagonal,"(1535, 1400)","(807, 98)",3205.41085,0.00000,0,0,0.000000,3205.41085
63,hybrid,"(1535, 1400)","(807, 98)",3205.41085,0.00000,0,0,0.000000,3205.41085
64,manhattan,"(964, 1609)","(1450, 534)",2412.65159,2111.89672,1177,552132,4.422286,300.75487
64,euclidean,"(964, 1609)","(1450, 534)",2412.65159,2111.31093,1177,783653,6.515977,301.34066
64,diagonal,"(964, 1609)","(1450, 534)",2412.65159,2111.31093,1177,879093,7.790052,301.34066
64,hybrid,"(964, 1609)","(1450, 534)",2412.65159,2111.31093,1177,662007,5.840856,301.34066
65,manhattan,"(912, 1762)","(1590, 1826)",1498.19220,2101.96255,705,563913,4.500988,603.77035
65,euclidean,"(912, 1762)","(1590, 1826)",1498.19220,2101.96255,705,669398,5.249306,603.77035
65,diagonal,"(912, 1762)","(1590, 1826)",1498.19220,2101.96255,705,715473,5.692579,603.77035
65,hybrid,"(912, 1762)","(1590, 1826)",1498.19220,2101.96255,705,616007,5.034114,603.77035
66,manhattan,"(141, 1464)","(1448, 1856)",3289.20754,3614.91814,1690,1333744,11.814565,325.71061
66,euclidean,"(141, 1464)","(1448, 1856)",3289.20754,3614.91814,1690,1498064,13.312445,325.71061
66,diagonal,"(141, 1464)","(1448, 1856)",3289.20754,3614.91814,1690,1578160,14.638333,325.71061
66,hybrid,"(141, 1464)","(1448, 1856)",3289.20754,3614.91814,1690,1422998,13.456258,325.71061
67,manhattan,"(2026, 526)","(586, 1931)",4739.66260,0.00000,0,0,0.238705,4739.66260
